time,Volume,Vol Snow,Vol Blue Ice,Vol White Ice,Tot Inflow Vol,Tot Outflow Vol,Overflow Vol,Evaporation,Rain,Local Runoff,Snowfall,Lake Level,Surface Area,Blue Ice Thickness,Snow Thickness,Snow Density,White Ice Thickness,Albedo,Max Temp,Min Temp,Surface Temp,Daily Qsw,Daily Qe,Daily Qh,Daily Qlw,Light,Benthic Light,Surface Wave Height,Surface Wave Length,Surface Wave Period,LakeNumber,Max dT/dz,CD,CHE,z/L
1989-10-15 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,107649.324000,    0.000000,132360.208497,    0.000000,24754.092097,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.084522,    5.991415,    5.365554,    5.991415,  118.372214,    0.000000,   58.479895,  -32.352712,   21.773501,    0.000000,    0.154243,    3.755273,    1.550873,    0.000000,    0.239113,    0.001300,    0.001300,    0.000000
1989-10-16 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,176153.439312,    0.000000,736752.015032,-1888.136373,562376.333192,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.084857,    6.010226,    6.009616,    6.010226,   37.940715,   -1.373020,   40.295215,  -14.875633,    8.580966,    0.000000,    0.204811,    4.905829,    1.772604,    0.000000,    0.244853,    0.001300,    0.001300,    0.000000
1989-10-17 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,200619.194774,    0.000000,156446.176798,-52941.255123, 8691.983198,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.085190,    5.952326,    5.951684,    5.952326,   73.465143,  -38.500194,   -5.378371,  -57.829339,    8.817595,    0.000000,    0.214585,    5.124325,    1.811648,    0.000000,    0.254976,    0.001300,    0.001300,    0.000000
1989-10-18 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,146794.532774,    0.000000,69104.267566,-81563.265866, 3740.167303,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.085522,    5.809763,    5.809299,    5.809763,   77.646009,  -59.320822,  -24.503273,  -72.504507,   10.172508,    0.000000,    0.209470,    5.010039,    1.791332,    0.000000,    0.254310,    0.001300,    0.001300,    0.000000
1989-10-19 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,132115.079462,    0.000000,73257.032252,-80327.959413,21368.730458,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.085852,    5.650181,    5.649764,    5.650181,   64.647793,  -58.431160,  -30.685998,  -66.287538,    7.560077,    0.000000,    0.217988,    5.200192,    1.825009,    0.000000,    0.254128,    0.001300,    0.001300,    0.000000
1989-10-20 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,122328.777226,    0.000000,118792.577193,-54198.542157,50656.143829,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.086180,    5.511650,    5.511267,    5.511650,   38.839249,  -39.429727,  -21.334574,  -59.517815,    3.492619,    0.000000,    0.142835,    3.490887,    1.495283,    0.000000,    0.254007,    0.001300,    0.001300,    0.000000
1989-10-21 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,117435.626150,    0.000000,81301.823557,-42588.626994, 6392.315448,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.086507,    5.455523,    5.360859,    5.455523,  126.790323,  -30.987911,   -5.534800, -116.249283,    5.858853,    0.000000,    0.091559,    2.278235,    1.207966,    0.000000,    0.117879,    0.001300,    0.001300,    0.000000
1989-10-22 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,122328.777226,    0.000000,94868.626492,-27507.771200,    0.000000,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.086831,    5.444160,    5.329287,    5.444160,  121.252933,  -20.015736,   15.938527, -109.215587,    2.406528,    0.000000,    0.173510,    4.197550,    1.639658,    0.000000,    0.093622,    0.001300,    0.001300,    0.000000
1989-10-23 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,117435.626150,    0.000000,111963.945437,-5481.228117,    0.000000,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.087154,    5.563622,    5.380991,    5.563622,  103.200255,   -3.988247,   28.535853,  -67.403803,    0.000000,    0.000000,    0.150964,    3.679454,    1.535137,    0.000000,    0.167776,    0.001300,    0.001300,    0.000000
1989-10-24 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,112542.475075,    0.000000,112542.475075,    0.000000,    0.000000,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.087474,    5.749322,    5.492078,    5.749322,  115.760221,    0.000000,   40.573135,  -61.681408,    0.000000,    0.000000,    0.139183,    3.405834,    1.476955,    0.000000,    0.456498,    0.001300,    0.001300,    0.000000
1989-10-25 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,117435.626150,    0.000000,117435.626152,    0.000000,    0.000000,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.087793,    5.859274,    5.523047,    5.859274,   60.113257,    0.000000,   55.948248,  -18.877995,    0.000000,    0.000000,    0.157143,    3.822170,    1.564626,    0.000000,    0.115194,    0.001300,    0.001300,    0.000000
1989-10-26 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,112542.475075,    0.000000,112542.475075,    0.000000,    0.000000,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.088109,    6.055244,    5.562663,    6.055244,   98.189707,    0.000000,   61.164784,  -31.098555,    0.000000,    0.000000,    0.173831,    4.204900,    1.641093,    0.000000,    0.102961,    0.001300,    0.001300,    0.000000
1989-10-27 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,112542.475075,    0.000000,112542.475075,    0.000000,    0.000000,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.088422,    6.154429,    5.987516,    6.154429,  110.420568,    0.000000,   53.365338,  -68.252913,    0.000000,    0.000000,    0.207877,    4.974406,    1.784950,    0.000000,    0.274228,    0.001300,    0.001300,    0.000000
1989-10-28 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,112542.475075,    0.000000,116833.491829,    0.000000, 4298.522678,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.088733,    6.309969,    6.142454,    6.309969,   44.974482,    0.000000,   30.642814,  -22.760176,    0.000000,    0.000000,    0.160828,    3.907008,    1.581895,    0.000000,    0.308829,    0.001300,    0.001300,    0.000000
1989-10-29 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,112542.475075,    0.000000,145381.001998,    0.000000,32896.359601,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.089041,    6.341555,    6.206120,    6.341555,   49.492393,    0.000000,   40.113805,  -22.283923,    0.000000,    0.000000,    0.168803,    4.089979,    1.618512,    0.000000,    0.237788,    0.001300,    0.001300,    0.000000
1989-10-30 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,122328.777226,    0.000000,562831.925708,    0.000000,440594.032760,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.089347,    6.630894,    6.249907,    6.630894,   51.607443,    0.000000,   19.077012,  -12.860413,    0.000000,    0.000000,    0.086201,    2.149334,    1.173295,    0.000000,    0.351205,    0.001300,    0.001300,    0.000000
1989-10-31 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,132115.079462,    0.000000,168923.036119,-27278.192312,64150.948565,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.089650,    6.411839,    6.411608,    6.411839,   57.808799,  -19.828927,    0.359063,  -43.285624,    0.000000,    0.000000,    0.201082,    4.821980,    1.757390,    0.000000,    0.254127,    0.001300,    0.001300,    0.000000
1989-11-01 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,132115.079462,    0.000000,104042.761023,-29601.326956, 1480.335740,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.089950,    6.316075,    6.315854,    6.316075,   39.061039,  -21.518972,   -8.267521,  -63.860306,    0.000000,    0.000000,    0.105326,    2.607703,    1.292363,    0.000000,    0.254128,    0.001300,    0.001300,    0.000000
1989-11-02 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,127221.928301,    0.000000,77433.011026,-67238.342675,17363.590897,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.090247,    6.134406,    6.134193,    6.134406,   61.671717,  -48.886445,  -29.159437,  -86.907343,    0.000000,    0.000000,    0.124363,    3.058642,    1.399651,    0.000000,    0.254068,    0.001300,    0.001300,    0.000000
1989-11-03 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,122328.777226,    0.000000,101562.003212,-49094.999612,28291.998772,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.090542,    5.996542,    5.996339,    5.996542,   61.772873,  -35.700909,  -24.607795,  -78.573756,    0.000000,    0.000000,    0.167746,    4.065768,    1.613715,    0.000000,    0.254007,    0.001300,    0.001300,    0.000000
1989-11-04 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,117435.626150,    0.000000,67355.278624,-64280.793817,14114.137501,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.090833,    5.873137,    5.872945,    5.873137,   55.250982,  -46.749976,  -13.506496,  -64.360012,    0.000000,    0.000000,    0.173978,    4.208242,    1.641745,    0.000000,    0.253946,    0.001300,    0.001300,    0.000000
1989-11-05 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,117435.626150,    0.000000,126439.018436,-22194.405609,31213.510550,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.091120,    5.852267,    5.852084,    5.852267,   37.382597,  -16.142663,   17.154951,  -48.210486,    0.000000,    0.000000,    0.150928,    3.678631,    1.534965,    0.000000,    0.253946,    0.001300,    0.001300,    0.000000
1989-11-06 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,117435.626150,    0.000000,132042.646641,-23021.468896,37654.039851,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.091405,    5.804385,    5.748533,    5.804385,   87.607846,  -16.744982,   -2.291259,  -99.929522,    0.000000,    0.000000,    0.085746,    2.138347,    1.170293,    0.000000,    0.299720,    0.001300,    0.001300,    0.000000
1989-11-07 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,122328.777226,    0.000000,354477.830883,-8843.652965,241420.526647,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.091686,    5.827665,    5.730338,    5.827665,   61.611512,   -6.432719,    1.796333,  -53.833385,    0.000000,    0.000000,    0.093066,    2.314450,    1.217529,    0.000000,    0.275227,    0.001300,    0.001300,    0.000000
1989-11-08 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,122328.777226,    0.000000,147809.714294,-15615.337729,41140.443519,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.091964,    5.736870,    5.736712,    5.736870,   62.015308,  -11.358623,    5.974561,  -76.943177,    0.000000,    0.000000,    0.191608,    4.608499,    1.718048,    0.000000,    0.254006,    0.001300,    0.001300,    0.000000
1989-11-09 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,117435.626150,    0.000000,66978.838653,-54430.586136, 3886.855394,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.092238,    5.601377,    5.601230,    5.601377,   72.817330,  -39.596889,  -11.848810,  -95.633337,    0.000000,    0.000000,    0.106202,    2.628582,    1.297526,    0.000000,    0.253946,    0.001300,    0.001300,    0.000000
1989-11-10 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,117435.626150,    0.000000,253818.613984,-51614.783552,188227.977061,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.092508,    5.464094,    5.463951,    5.464094,   87.300769,  -37.553235,  -16.153496, -106.070905,    0.000000,    0.000000,    0.120025,    2.956389,    1.376056,    0.000000,    0.253945,    0.001300,    0.001300,    0.000000
1989-11-11 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,117435.626150,    0.000000,62676.820673,-54853.039187,    0.000000,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.092775,    5.362296,    5.362159,    5.362296,   55.599329,  -39.914337,    1.210753,  -73.237142,    0.000000,    0.000000,    0.207759,    4.971743,    1.784472,    0.000000,    0.253946,    0.001300,    0.001300,    0.000000
1989-11-12 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,117435.626150,    0.000000,72053.440422,-45460.490082,    0.000000,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.093038,    5.180435,    5.180299,    5.180435,   73.825143,  -33.084101,  -16.771061, -126.889075,    0.000000,    0.000000,    0.133120,    3.264194,    1.445917,    0.000000,    0.253946,    0.001300,    0.001300,    0.000000
1989-11-13 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,112542.475075,    0.000000,93682.275201,-20903.677504, 2010.682079,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.093297,    5.194355,    5.043518,    5.194355,   56.483612,  -15.214695,    0.169613,  -63.257880,    0.000000,    0.000000,    0.079776,    1.994232,    1.130169,    0.000000,    0.133985,    0.001300,    0.001300,    0.000000
1989-11-14 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,112542.475075,    0.000000,103159.154767,-10036.927067,  637.250835,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.093552,    5.132176,    5.052484,    5.132176,   75.835668,   -7.305641,    6.748419,  -76.972862,    0.000000,    0.000000,    0.123305,    3.033728,    1.393939,    0.000000,    0.287280,    0.001300,    0.001300,    0.000000
1989-11-15 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,112542.475075,    0.000000,85603.969864,-29241.366586, 2256.126625,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.093803,    5.056849,    5.056738,    5.056849,   27.101529,  -21.283992,   -2.991880,  -40.594052,    0.000000,    0.000000,    0.293929,    6.860614,    2.096220,    0.000000,    0.253886,    0.001300,    0.001300,    0.000000
1989-11-16 24:00:00,494615908.800108,    0.000000,    0.000000,    0.000000,102756.172925,    0.000000,    0.000000,-128144.048111, 2651.725653,    0.000000,    0.000000,   24.993030,39580266.722062,    0.000000,    0.000000,    0.000000,    0.000000,    0.094051,    4.671842,    4.671732,    4.671842,   47.617211,  -93.294295,  -85.187841,  -98.017507,    0.000000,    0.000000,    0.303669,    7.069336,    2.127868,    0.000000,    0.253759,    0.001300,    0.001300,    0.000000
1989-11-17 24:00:00,494614088.693107,    0.000000,    0.000000,    0.000000,97863.021850,    0.000000,    0.000000,-100024.364135,  174.147858,    0.000000,    0.000000,   24.992984,39580193.772008,    0.000000,    0.000000,    0.000000,    0.000000,    0.094293,    4.264148,    4.264034,    4.264148,   32.586424,  -72.851533,  -82.496984, -122.309466,    0.000000,    0.000000,    0.274803,    6.447975,    2.032203,    0.000000,    0.253698,    0.001300,    0.001300,    0.000000
1989-11-18 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,97863.021850,    0.000000,11505.132271,-89792.180143,27674.125399,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.094532,    3.955712,    3.890832,    3.890908,   66.964616,  -65.420620,  -85.781197, -116.268596,    0.000000,    0.000000,    0.097354,    2.417238,    1.244271,    0.000000,    0.404770,    0.001300,    0.001300,    0.000000
1989-11-19 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,97863.021850,    0.000000,41977.293895,-55981.866826,    0.000000,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.094767,    3.774870,    3.766326,    3.766445,   74.527735,  -40.798384,  -27.530014,  -94.253597,    0.000000,    0.000000,    0.270006,    6.343949,    2.015743,    0.000000,    0.253023,    0.001300,    0.001300,    0.000000
1989-11-20 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,97863.021850,    0.000000,60984.422496,-47272.877991,10330.439498,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.094997,    3.671230,    3.671115,    3.671230,   73.745087,  -34.454641,    6.696906,  -96.905544,    0.000000,    0.000000,    0.442101,    9.951033,    2.524582,    0.000000,    0.253704,    0.001300,    0.001300,    0.000000
1989-11-21 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,97863.021850,    0.000000,103740.708969,-69547.637234,75432.679632,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.095222,    3.596316,    2.645615,    2.645615,   31.680602,  -50.696674,  -34.972720,  -82.766684,    0.000000,    0.000000,    0.013224,    0.364603,    0.483243,    0.000000,    0.390053,    0.001300,    0.001300,    0.000000
1989-11-22 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,102756.172925,    0.000000,100547.169196,-29524.190278,27310.993719,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.095443,    3.633337,    3.259188,    3.259274,   23.178396,  -21.535780,  -26.773200,  -76.100966,    0.000000,    0.000000,    0.141989,    3.471204,    1.491061,    0.000000,    0.367757,    0.001300,    0.001300,    0.000000
1989-11-23 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,107649.324000,    0.000000,58709.855907,-49023.824322,    0.000000,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.095660,    3.053487,    2.996918,    2.997009,   58.495230,  -35.772046,  -52.258156, -131.956857,    0.000000,    0.000000,    0.175514,    4.243279,    1.648566,    0.000000,    0.375525,    0.001300,    0.001300,    0.000000
1989-11-24 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,107649.324000,    0.000000,65821.056012,-41900.512493,    0.000000,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.095871,    2.792536,    2.792402,    2.792536,   73.212406,  -30.579249,  -35.188038, -131.022465,    0.000000,    0.000000,    0.250975,    5.928854,    1.948681,    0.000000,    0.253825,    0.001300,    0.001300,    0.000000
1989-11-25 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,107649.324000,    0.000000,78495.730218,-29204.126587,    0.000000,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.096079,    2.863371,    2.690252,    2.690252,   61.129826,  -21.304922,   -9.139942,  -71.727285,    0.000000,    0.000000,    0.122506,    3.014906,    1.389608,    0.000000,    0.480030,    0.001300,    0.001300,    0.000000
1989-11-26 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,107649.324000,    0.000000,88482.878682,-19199.758990,    0.000000,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.096281,    2.943958,    0.501399,    0.501399,   72.704556,  -14.018951,   -5.005289, -106.635480,    0.000000,    0.000000,    0.089317,    2.224342,    1.193593,   15.850795,    0.283962,    0.001300,    0.001300,    0.000000
1989-11-27 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,112542.475075,    0.000000,295218.616583,-7113.056285,190122.714781,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.096478,    2.643709,    2.620924,    2.620973,   40.640452,   -5.199351,    8.793175,  -42.935735,    0.000000,    0.000000,    0.108283,    2.678121,    1.309696,    0.000000,    0.349358,    0.001300,    0.001300,    0.000000
1989-11-28 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,122328.777226,    0.000000,78305.155837,-71320.000367,27220.206943,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.096671,    2.483936,    2.393826,    2.393911,   66.178926,  -52.039313,  -49.817950,  -97.336015,    0.000000,    0.000000,    0.230507,    5.478144,    1.873148,    0.000000,    0.390421,    0.001300,    0.001300,    0.000000
